Year,District_yield,Zone,Season,Season_Months,Latitude,Longitude,Avg_Temperature_C,Min_Temperature_C,Max_Temperature_C,Total_Rainfall_mm,Rainy_Days,Avg_Humidity_Percent,Wind_Speed_kmph,Sunshine_Hours_per_Day,Water_Availability_Index,Soil_Quality_Index,Fertilizer_NPK_kg_per_ha,Pesticide_Sprays,Rice_Yield_kg_per_ha,Cost_INR_per_ha,Market_Price_INR_per_kg,Revenue_INR_per_ha,Profit_INR_per_ha,Profit_Margin_Percent,Drought_Risk,Flood_Risk,Heat_Stress,Month,District_climate,Temperature_C,Rainfall_mm,Humidity_%,WindSpeed_kmph,SoilMoisture_%,CropYield_Index
2017,Thanjavur,Delta,Kuruvai,Jun-Sep,10.79,79.13,30.6,26.13,36.39,327.36,45,76.12,15.03,6.04,0.73,0.92,139.5,4,2000.0,27682.68,23.28,46559.99,18877.31,68.19,1,0,0,November,Thanjavur,25.48,310.96,52.49,10.98,64.09,142.0
2017,Thanjavur,Delta,Kuruvai,Jun-Sep,10.79,79.13,30.6,26.13,36.39,327.36,45,76.12,15.03,6.04,0.73,0.92,139.5,4,2000.0,27682.68,23.28,46559.99,18877.31,68.19,1,0,0,March,Thanjavur,33.83,4.36,49.52,16.11,38.25,148.48
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,March,Thanjavur,31.32,245.58,58.55,20.25,25.44,122.09
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,January,Thanjavur,26.74,21.47,42.2,13.73,40.35,82.17
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,September,Thanjavur,35.37,547.94,92.12,7.96,24.34,65.83
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,July,Thanjavur,28.27,208.19,66.62,19.65,74.8,95.89
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,June,Thanjavur,38.49,106.3,41.8,20.91,28.27,146.88
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,August,Thanjavur,31.76,530.04,49.88,22.21,55.13,96.1
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,June,Thanjavur,36.16,358.38,94.49,3.5,37.42,136.93
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,February,Thanjavur,23.11,457.32,90.7,14.02,63.61,110.66
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,October,Thanjavur,20.26,581.48,64.58,15.0,85.28,53.74
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,December,Thanjavur,35.05,314.15,69.76,15.88,57.19,93.18
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,November,Thanjavur,25.48,310.96,52.49,10.98,64.09,142.0
2017,Thanjavur,Delta,Samba,Aug-Jan,10.79,79.13,27.72,22.78,32.42,466.76,45,80.95,11.93,6.78,0.9,0.92,139.5,2,2348.26,40738.31,28.79,67615.19,26876.87,65.97,1,0,0,March,Thanjavur,33.83,4.36,49.52,16.11,38.25,148.48
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,March,Thanjavur,31.32,245.58,58.55,20.25,25.44,122.09
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,January,Thanjavur,26.74,21.47,42.2,13.73,40.35,82.17
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,September,Thanjavur,35.37,547.94,92.12,7.96,24.34,65.83
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,July,Thanjavur,28.27,208.19,66.62,19.65,74.8,95.89
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,June,Thanjavur,38.49,106.3,41.8,20.91,28.27,146.88
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,August,Thanjavur,31.76,530.04,49.88,22.21,55.13,96.1
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,June,Thanjavur,36.16,358.38,94.49,3.5,37.42,136.93
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,February,Thanjavur,23.11,457.32,90.7,14.02,63.61,110.66
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,October,Thanjavur,20.26,581.48,64.58,15.0,85.28,53.74
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,December,Thanjavur,35.05,314.15,69.76,15.88,57.19,93.18
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,November,Thanjavur,25.48,310.96,52.49,10.98,64.09,142.0
2017,Thanjavur,Delta,Thaladi,Sep-Feb,10.79,79.13,25.28,22.08,31.33,516.99,60,74.95,8.83,7.16,0.76,0.92,125.58,2,2000.0,33615.6,28.05,56107.42,22491.81,66.91,0,0,0,March,Thanjavur,33.83,4.36,49.52,16.11,38.25,148.48
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,February,Nagapattinam,31.5,80.27,58.82,6.29,39.48,74.41
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,July,Nagapattinam,37.24,172.52,74.74,10.82,74.54,67.8
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,May,Nagapattinam,22.53,215.91,83.84,11.69,85.19,122.25
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,December,Nagapattinam,34.82,514.16,94.59,19.17,16.32,141.6
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,January,Nagapattinam,35.04,345.58,52.94,8.34,86.82,126.49
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,August,Nagapattinam,38.84,27.21,90.25,20.29,75.09,50.51
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,October,Nagapattinam,30.56,262.96,50.73,17.79,78.07,67.52
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,April,Nagapattinam,35.29,200.2,49.04,11.76,26.6,78.26
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,April,Nagapattinam,33.01,189.98,41.88,4.05,83.61,129.9
2017,Nagapattinam,Delta,Kuruvai,Jun-Sep,10.77,79.84,30.08,26.18,35.27,518.1,51,79.75,14.36,8.62,0.89,0.9,159.46,3,3845.26,36977.57,25.14,96671.95,59694.38,161.43,0,0,0,May,Nagapattinam,36.26,541.81,91.32,21.83,12.77,87.49
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,February,Nagapattinam,31.5,80.27,58.82,6.29,39.48,74.41
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,July,Nagapattinam,37.24,172.52,74.74,10.82,74.54,67.8
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,May,Nagapattinam,22.53,215.91,83.84,11.69,85.19,122.25
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,December,Nagapattinam,34.82,514.16,94.59,19.17,16.32,141.6
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,January,Nagapattinam,35.04,345.58,52.94,8.34,86.82,126.49
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,August,Nagapattinam,38.84,27.21,90.25,20.29,75.09,50.51
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,October,Nagapattinam,30.56,262.96,50.73,17.79,78.07,67.52
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,April,Nagapattinam,35.29,200.2,49.04,11.76,26.6,78.26
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,April,Nagapattinam,33.01,189.98,41.88,4.05,83.61,129.9
2017,Nagapattinam,Delta,Samba,Aug-Jan,10.77,79.84,27.41,24.13,33.82,460.8,44,77.33,14.66,7.22,0.67,0.9,165.1,3,2000.0,32310.99,25.22,50449.82,18138.82,56.14,1,0,0,May,Nagapattinam,36.26,541.81,91.32,21.83,12.77,87.49
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,February,Nagapattinam,31.5,80.27,58.82,6.29,39.48,74.41
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,July,Nagapattinam,37.24,172.52,74.74,10.82,74.54,67.8
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,May,Nagapattinam,22.53,215.91,83.84,11.69,85.19,122.25
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,December,Nagapattinam,34.82,514.16,94.59,19.17,16.32,141.6
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,January,Nagapattinam,35.04,345.58,52.94,8.34,86.82,126.49
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,August,Nagapattinam,38.84,27.21,90.25,20.29,75.09,50.51
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,October,Nagapattinam,30.56,262.96,50.73,17.79,78.07,67.52
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,April,Nagapattinam,35.29,200.2,49.04,11.76,26.6,78.26
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,April,Nagapattinam,33.01,189.98,41.88,4.05,83.61,129.9
2017,Nagapattinam,Delta,Thaladi,Sep-Feb,10.77,79.84,25.87,21.53,31.86,565.63,60,68.26,12.98,6.44,0.86,0.9,131.32,2,2605.91,37352.62,26.14,68108.98,30756.36,82.34,0,0,0,May,Nagapattinam,36.26,541.81,91.32,21.83,12.77,87.49
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,July,Tiruvarur,32.21,594.12,54.88,11.83,63.15,97.72
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,June,Tiruvarur,26.43,245.59,91.55,14.4,79.9,118.6
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,March,Tiruvarur,31.26,262.19,86.06,18.81,32.46,123.08
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,March,Tiruvarur,29.11,172.57,56.04,3.77,60.42,143.82
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,December,Tiruvarur,31.89,12.2,45.88,2.09,17.77,116.71
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,November,Tiruvarur,35.62,49.22,56.77,18.14,89.07,102.93
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,February,Tiruvarur,22.93,562.95,40.81,10.98,34.63,88.39
2017,Tiruvarur,Delta,Kuruvai,Jun-Sep,10.77,79.63,29.52,26.31,33.62,446.26,52,75.37,6.04,6.32,0.74,0.88,157.14,3,2486.28,35407.26,27.17,67548.94,32141.67,90.78,0,0,0,July,Tiruvarur,35.35,533.74,76.08,5.37,37.81,146.43
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,July,Tiruvarur,32.21,594.12,54.88,11.83,63.15,97.72
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,June,Tiruvarur,26.43,245.59,91.55,14.4,79.9,118.6
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,March,Tiruvarur,31.26,262.19,86.06,18.81,32.46,123.08
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,March,Tiruvarur,29.11,172.57,56.04,3.77,60.42,143.82
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,December,Tiruvarur,31.89,12.2,45.88,2.09,17.77,116.71
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,November,Tiruvarur,35.62,49.22,56.77,18.14,89.07,102.93
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,February,Tiruvarur,22.93,562.95,40.81,10.98,34.63,88.39
2017,Tiruvarur,Delta,Samba,Aug-Jan,10.77,79.63,27.73,22.97,33.6,542.88,56,71.18,10.76,5.38,0.85,0.88,134.52,1,2040.03,33920.67,23.66,48267.77,14347.1,42.3,0,0,0,July,Tiruvarur,35.35,533.74,76.08,5.37,37.81,146.43
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,July,Tiruvarur,32.21,594.12,54.88,11.83,63.15,97.72
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,June,Tiruvarur,26.43,245.59,91.55,14.4,79.9,118.6
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,March,Tiruvarur,31.26,262.19,86.06,18.81,32.46,123.08
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,March,Tiruvarur,29.11,172.57,56.04,3.77,60.42,143.82
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,December,Tiruvarur,31.89,12.2,45.88,2.09,17.77,116.71
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,November,Tiruvarur,35.62,49.22,56.77,18.14,89.07,102.93
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,February,Tiruvarur,22.93,562.95,40.81,10.98,34.63,88.39
2017,Tiruvarur,Delta,Thaladi,Sep-Feb,10.77,79.63,25.53,20.89,32.11,377.61,41,64.38,13.04,6.18,0.72,0.88,144.22,3,2000.0,35903.97,25.42,50846.03,14942.07,41.62,1,0,0,July,Tiruvarur,35.35,533.74,76.08,5.37,37.81,146.43
